person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_age,log_person_income
RENT,0.0,DEBTCONSOLIDATION,B,4375,10.995555082490686,1,0.3,N,2,3.1780538303479458,9.574983485564092
MORTGAGE,7.0,PERSONAL,B,4000,10.99,0,0.1,N,4,3.1354942159291497,10.596634733096073
MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.15,N,2,3.258096538021482,10.596634733096073
RENT,0.0,DEBTCONSOLIDATION,B,4375,12.69,1,0.29,N,4,3.258096538021482,9.615805480084347
RENT,4.0,DEBTCONSOLIDATION,B,4375,9.99,1,0.26,N,2,3.1780538303479458,9.72913416539135
RENT,3.0,HOMEIMPROVEMENT,E,4375,16.4,1,0.2,Y,3,3.1780538303479458,10.000795735003125
RENT,0.0,MEDICAL,A,4375,5.79,0,0.18,N,4,3.258096538021482,10.105611736626262
RENT,5.0,DEBTCONSOLIDATION,A,4375,8.49,0,0.09,N,2,3.1354942159291497,10.819778284410283
RENT,0.0,HOMEIMPROVEMENT,E,4400,19.91,1,0.31,N,4,3.091042453358316,9.574983485564092
RENT,6.0,PERSONAL,B,4400,11.49,1,0.23,N,2,3.091042453358316,9.862665558015873
RENT,3.0,PERSONAL,A,4400,6.91,0,0.22,N,4,3.044522437723423,9.903487552536127
RENT,0.0,DEBTCONSOLIDATION,A,4400,6.76,0,0.18,N,3,3.1780538303479458,10.126631103850338
MORTGAGE,5.0,EDUCATION,C,2000,12.99,0,0.05,Y,4,3.044522437723423,10.596634733096073
RENT,5.0,PERSONAL,A,4400,8.49,0,0.14,N,4,3.091042453358316,10.388872283820167
MORTGAGE,3.0,MEDICAL,A,5000,5.42,0,0.125,N,3,3.1354942159291497,10.596634733096073
MORTGAGE,7.0,EDUCATION,C,6000,14.79,0,0.15,N,2,3.1354942159291497,10.596634733096073
MORTGAGE,5.0,EDUCATION,A,7200,7.49,0,0.18,N,2,3.258096538021482,10.596634733096073
MORTGAGE,6.0,VENTURE,D,15000,15.99,1,0.44,Y,2,3.091042453358316,10.4341158035983
RENT,5.0,VENTURE,B,4400,11.71,0,0.12,N,2,3.1354942159291497,10.545341438708522
RENT,7.0,MEDICAL,B,4400,11.99,1,0.1,N,4,3.1354942159291497,10.668955394675699
MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,12.99,0,0.125,Y,2,3.091042453358316,10.596634733096073
RENT,8.0,DEBTCONSOLIDATION,D,4400,16.77,1,0.09,Y,3,3.1780538303479458,10.799575577092764
RENT,0.0,EDUCATION,C,4400,15.23,0,0.07,Y,3,3.091042453358316,11.002099841204238
RENT,6.0,PERSONAL,A,4400,10.995555082490686,0,0.06,N,4,3.1780538303479458,11.184421397998193
RENT,7.0,EDUCATION,E,4400,19.03,0,0.06,Y,2,3.1780538303479458,11.289781913656018
MORTGAGE,7.0,VENTURE,B,13000,9.99,0,0.325,N,3,3.1354942159291497,10.596634733096073
RENT,10.0,DEBTCONSOLIDATION,C,4400,13.8,0,0.05,N,4,3.258096538021482,11.466452114913148
RENT,5.0,PERSONAL,B,4450,11.49,0,0.13,N,4,3.1780538303479458,10.422281345951296
RENT,5.0,DEBTCONSOLIDATION,A,4450,9.32,0,0.11,N,4,3.1780538303479458,10.650175500024103
MORTGAGE,5.0,PERSONAL,A,5400,7.42,0,0.14,N,2,3.091042453358316,10.596634733096073
RENT,0.0,EDUCATION,A,4500,7.88,1,0.31,N,4,3.091042453358316,9.574983485564092
MORTGAGE,2.0,PERSONAL,B,4500,10.99,0,0.11,N,3,3.2188758248682006,10.596634733096073
MORTGAGE,9.0,DEBTCONSOLIDATION,C,3500,13.49,0,0.09,N,3,3.2188758248682006,10.596634733096073
MORTGAGE,3.0,VENTURE,B,3200,10.99,0,0.08,N,2,3.1780538303479458,10.596634733096073
RENT,1.0,VENTURE,A,4500,5.99,1,0.29,N,4,3.1354942159291497,9.655026193237628
RENT,3.0,PERSONAL,A,4500,7.51,1,0.29,N,3,3.2188758248682006,9.655026193237628
MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,11.49,0,0.19,N,3,3.091042453358316,10.596634733096073
OWN,6.0,EDUCATION,A,2800,8.49,0,0.07,N,4,3.1780538303479458,10.596634733096073
RENT,4.0,PERSONAL,C,4500,13.99,1,0.26,N,2,3.2188758248682006,9.775654181026242
OWN,0.0,MEDICAL,A,11000,8.49,0,0.28,N,2,3.2188758248682006,10.596634733096073
RENT,4.0,VENTURE,A,4500,7.49,1,0.25,N,4,3.1354942159291497,9.798127036878302
MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,7.49,0,0.38,N,2,3.1780538303479458,10.596634733096073
MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,11.99,0,0.075,N,4,3.1780538303479458,10.596634733096073
MORTGAGE,6.0,MEDICAL,B,13200,10.995555082490686,0,0.33,N,4,3.1354942159291497,10.596634733096073
MORTGAGE,2.0,MEDICAL,B,2000,10.99,0,0.05,N,4,3.1354942159291497,10.596634733096073
RENT,2.0,PERSONAL,B,4500,10.38,1,0.25,N,2,3.044522437723423,9.798127036878302
MORTGAGE,2.0,HOMEIMPROVEMENT,B,2500,9.99,0,0.06,N,2,3.1780538303479458,10.596634733096073
RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,1,0.25,N,3,3.1354942159291497,9.798127036878302
RENT,8.0,EDUCATION,A,4500,8.94,1,0.25,N,2,3.1780538303479458,9.809176873064887
MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.25,N,4,3.1780538303479458,10.596634733096073
RENT,0.0,EDUCATION,C,4500,13.61,1,0.25,N,2,3.2188758248682006,9.809396629136533
OWN,0.0,MEDICAL,B,4300,10.74,0,0.11,N,2,3.258096538021482,10.596634733096073
RENT,5.0,PERSONAL,C,4500,13.49,0,0.225,N,2,3.044522437723423,9.903487552536127
RENT,4.0,MEDICAL,A,4500,8.0,0,0.22,N,2,3.044522437723423,9.903687532538795
RENT,2.0,PERSONAL,B,4500,10.99,0,0.22,N,2,3.044522437723423,9.923290179832307
RENT,0.0,DEBTCONSOLIDATION,B,4500,9.62,0,0.21,N,4,3.2188758248682006,9.95227771670556
RENT,2.0,EDUCATION,E,4500,16.45,1,0.21,Y,4,3.2188758248682006,9.95227771670556
RENT,1.0,EDUCATION,D,4500,15.65,1,0.21,N,2,3.1354942159291497,9.980448593672257
RENT,3.0,MEDICAL,E,4500,17.99,1,0.19,Y,3,3.1354942159291497,10.0613883347884
MORTGAGE,0.0,EDUCATION,C,4000,14.17,1,0.12,N,2,3.1354942159291497,10.4341158035983
MORTGAGE,6.0,PERSONAL,B,7200,11.11,0,0.18,N,2,3.1354942159291497,10.596634733096073
RENT,2.0,EDUCATION,B,4500,9.62,0,0.19,N,4,3.044522437723423,10.082302970000795
RENT,10.0,MEDICAL,B,4500,12.42,0,0.19,N,4,3.258096538021482,10.085809109330082
MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,11.11,0,0.125,N,2,3.1780538303479458,10.596634733096073
RENT,5.0,VENTURE,A,4500,5.79,0,0.19,N,3,3.258096538021482,10.085809109330082
RENT,0.0,EDUCATION,B,4500,11.49,0,0.19,N,2,3.091042453358316,10.085809109330082
MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,7.29,0,0.1,N,2,3.2188758248682006,10.596634733096073
RENT,3.0,DEBTCONSOLIDATION,A,4500,8.94,0,0.18,N,2,3.091042453358316,10.106428396532818
RENT,2.0,MEDICAL,B,4500,9.99,0,0.18,N,4,3.1354942159291497,10.150191368259351
RENT,3.0,MEDICAL,A,4500,8.49,1,0.17,N,2,3.1354942159291497,10.165851817003619
RENT,9.0,VENTURE,A,4500,6.92,0,0.15,N,3,3.2188758248682006,10.34161344288384
RENT,4.0,MEDICAL,A,4500,7.29,0,0.14,N,4,3.1780538303479458,10.373491181781864
RENT,4.0,EDUCATION,A,4500,7.49,0,0.14,N,4,3.1354942159291497,10.38591370178042
MORTGAGE,1.0,EDUCATION,A,4800,5.42,0,0.12,N,2,3.091042453358316,10.596634733096073
RENT,2.0,PERSONAL,A,4500,7.88,0,0.14,N,3,3.091042453358316,10.404262840448617
RENT,1.0,DEBTCONSOLIDATION,D,4500,15.05,1,0.14,N,4,3.1354942159291497,10.404262840448617
MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,6.92,0,0.2,N,4,3.044522437723423,10.596634733096073
RENT,2.0,VENTURE,C,4500,14.27,0,0.13,Y,2,3.091042453358316,10.46310334047155
RENT,5.0,PERSONAL,B,4500,10.59,0,0.13,N,2,3.1354942159291497,10.46310334047155
RENT,1.0,MEDICAL,C,4500,12.87,0,0.13,Y,3,3.1780538303479458,10.46310334047155
MORTGAGE,5.0,MEDICAL,B,8000,10.74,0,0.2,N,3,3.091042453358316,10.596634733096073
MORTGAGE,7.0,VENTURE,B,14000,10.995555082490686,0,0.35,N,3,3.1354942159291497,10.596634733096073
RENT,0.0,EDUCATION,A,4500,6.62,0,0.125,N,2,3.044522437723423,10.491274217438248
MORTGAGE,5.0,MEDICAL,A,16000,10.995555082490686,0,0.4,N,3,3.258096538021482,10.596634733096073
MORTGAGE,4.0,PERSONAL,A,12250,6.91,1,0.36,N,4,3.258096538021482,10.4341158035983
RENT,5.0,EDUCATION,A,4500,6.17,0,0.125,N,3,3.091042453358316,10.491274217438248
RENT,5.0,VENTURE,A,4500,7.14,0,0.125,N,4,3.1780538303479458,10.491274217438248
OWN,5.0,MEDICAL,B,6000,9.25,0,0.15,N,3,3.091042453358316,10.596634733096073
RENT,3.0,VENTURE,C,4500,11.03,0,0.12,Y,2,3.091042453358316,10.527873977525282
MORTGAGE,2.0,MEDICAL,B,7000,8.88,0,0.175,N,3,3.1354942159291497,10.596634733096073
RENT,0.0,PERSONAL,A,4500,5.42,0,0.12,N,4,3.1780538303479458,10.532096211958502
OWN,0.0,PERSONAL,A,6900,6.91,0,0.17,N,3,3.1780538303479458,10.596634733096073
RENT,5.0,MEDICAL,A,4500,9.63,1,0.14,N,2,3.091042453358316,10.373491181781864
RENT,8.0,MEDICAL,B,4500,10.83,0,0.12,N,2,3.1780538303479458,10.545341438708522
RENT,2.0,EDUCATION,A,4500,7.88,0,0.12,N,2,3.1354942159291497,10.545446696326641
MORTGAGE,1.0,DEBTCONSOLIDATION,D,7000,14.09,1,0.21,N,2,3.1780538303479458,10.4341158035983
RENT,2.0,VENTURE,B,4500,10.99,0,0.12,N,4,3.1780538303479458,10.571316925111784
RENT,2.0,EDUCATION,C,4500,13.43,0,0.11,N,4,3.091042453358316,10.59653472809574
RENT,6.0,EDUCATION,A,4500,7.66,0,0.11,N,3,3.091042453358316,10.596634733096073
RENT,0.0,MEDICAL,A,4500,7.74,0,0.11,N,2,3.258096538021482,10.596634733096073
OWN,3.0,EDUCATION,D,12000,14.83,0,0.3,N,4,3.2188758248682006,10.596634733096073
RENT,8.0,MEDICAL,C,4500,12.84,0,0.11,N,3,3.1780538303479458,10.596634733096073
MORTGAGE,6.0,VENTURE,B,4000,10.36,0,0.1,N,4,3.091042453358316,10.596634733096073
RENT,2.0,EDUCATION,D,4500,14.84,1,0.13,N,3,3.1780538303479458,10.436113806260972
RENT,6.0,PERSONAL,C,4500,12.99,0,0.11,N,4,3.1354942159291497,10.621327345686446
MORTGAGE,6.0,MEDICAL,C,5000,12.61,0,0.125,Y,4,3.2188758248682006,10.596634733096073
RENT,1.0,VENTURE,D,4500,17.27,1,0.125,N,2,3.044522437723423,10.491274217438248
MORTGAGE,4.0,MEDICAL,B,3500,8.88,0,0.09,N,2,3.1780538303479458,10.596634733096073
MORTGAGE,10.0,HOMEIMPROVEMENT,A,5300,5.42,0,0.13,N,2,3.258096538021482,10.596634733096073
RENT,4.0,DEBTCONSOLIDATION,A,4500,6.03,0,0.11,N,4,3.044522437723423,10.645424897265505
RENT,2.0,DEBTCONSOLIDATION,B,4500,11.49,0,0.11,N,4,3.091042453358316,10.645424897265505
MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.15,N,3,3.044522437723423,10.596634733096073
RENT,3.0,PERSONAL,A,4500,7.66,0,0.11,N,2,3.258096538021482,10.645424897265505
RENT,0.0,MEDICAL,A,4500,6.76,0,0.1,N,2,3.2188758248682006,10.680516217076775
RENT,0.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.1,N,3,3.2188758248682006,10.685972568448268
RENT,2.0,MEDICAL,A,4500,7.74,0,0.1,N,3,3.258096538021482,10.692035817859326
RENT,0.0,VENTURE,B,4500,9.25,0,0.1,N,4,3.1354942159291497,10.714417768752456
RENT,2.0,DEBTCONSOLIDATION,C,4500,13.49,1,0.11,N,3,3.044522437723423,10.621327345686446
MORTGAGE,6.0,PERSONAL,A,4800,10.995555082490686,0,0.12,N,2,3.091042453358316,10.596634733096073
RENT,10.0,DEBTCONSOLIDATION,B,4500,11.11,0,0.09,N,4,3.258096538021482,10.778956289890028
RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,0,0.09,N,4,3.1354942159291497,10.789319076925574
RENT,4.0,PERSONAL,D,4500,14.46,1,0.1,Y,2,3.091042453358316,10.691944912900398
RENT,3.0,PERSONAL,A,4500,5.79,1,0.1,N,3,3.091042453358316,10.691944912900398
MORTGAGE,3.0,MEDICAL,A,2500,6.76,0,0.06,N,4,3.044522437723423,10.596634733096073
OWN,6.0,VENTURE,A,1000,6.76,0,0.025,N,3,3.1780538303479458,10.596634733096073
RENT,3.0,EDUCATION,A,4500,6.76,0,0.09,N,4,3.1354942159291497,10.874266469694353
RENT,5.0,PERSONAL,A,4500,7.14,0,0.08,N,4,3.1780538303479458,10.898589464834572
OWN,0.0,HOMEIMPROVEMENT,B,10000,11.86,0,0.25,N,4,3.258096538021482,10.596634733096073
RENT,0.0,HOMEIMPROVEMENT,B,4500,9.76,1,0.09,N,2,3.091042453358316,10.785186839640664
MORTGAGE,4.0,PERSONAL,D,7750,15.21,1,0.23,N,2,3.091042453358316,10.4341158035983
RENT,10.0,MEDICAL,C,4500,10.995555082490686,0,0.08,N,3,3.258096538021482,10.90404590072885
MORTGAGE,1.0,PERSONAL,A,4000,7.14,0,0.1,N,3,3.1354942159291497,10.596634733096073
OWN,4.0,PERSONAL,C,2000,14.35,0,0.05,N,2,3.1780538303479458,10.596634733096073
RENT,2.0,DEBTCONSOLIDATION,A,4500,7.9,0,0.08,N,2,3.1780538303479458,10.915088464214607
RENT,4.0,VENTURE,A,4500,8.49,0,0.08,N,3,3.1354942159291497,10.915088464214607
RENT,4.0,DEBTCONSOLIDATION,A,4500,6.76,0,0.08,N,4,3.091042453358316,10.915088464214607
MORTGAGE,2.0,VENTURE,C,15250,13.98,0,0.38,Y,2,3.1780538303479458,10.596634733096073
MORTGAGE,5.0,VENTURE,A,8000,10.995555082490686,0,0.2,N,4,3.1780538303479458,10.596634733096073
RENT,10.0,MEDICAL,A,4500,6.03,0,0.08,N,2,3.258096538021482,10.984394014085305
RENT,3.0,MEDICAL,C,4500,12.68,0,0.08,Y,3,3.1354942159291497,10.985292722887856
OWN,0.0,EDUCATION,B,8000,10.38,0,0.2,N,4,3.2188758248682006,10.596634733096073
RENT,5.0,HOMEIMPROVEMENT,A,4500,8.49,1,0.08,N,2,3.1354942159291497,10.896739325546411
RENT,7.0,EDUCATION,B,4500,10.995555082490686,1,0.08,N,2,3.1354942159291497,10.896739325546411
RENT,7.0,VENTURE,B,4500,12.42,0,0.07,N,2,3.1354942159291497,11.03488966402723
MORTGAGE,2.0,PERSONAL,A,8100,7.14,0,0.2,N,3,3.091042453358316,10.596634733096073
RENT,9.0,HOMEIMPROVEMENT,B,4500,10.99,1,0.075,N,2,3.2188758248682006,11.002099841204238
MORTGAGE,4.0,EDUCATION,A,4000,6.39,0,0.1,N,3,3.1354942159291497,10.596634733096073
RENT,0.0,PERSONAL,B,4500,12.18,0,0.06,N,4,3.1780538303479458,11.211820372186306
RENT,9.0,EDUCATION,A,4500,8.63,0,0.06,N,2,3.2188758248682006,11.277152497255877
RENT,8.0,VENTURE,C,4500,13.06,0,0.06,N,2,3.2188758248682006,11.289781913656018
RENT,6.0,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N,3,3.2188758248682006,11.32128058071539
RENT,0.0,HOMEIMPROVEMENT,B,4500,12.18,0,0.05,N,2,3.2188758248682006,11.33857207782545
RENT,8.0,VENTURE,A,4500,10.995555082490686,0,0.05,N,4,3.1780538303479458,11.3719838270278
MORTGAGE,3.0,VENTURE,B,10500,11.36,0,0.26,N,4,3.1780538303479458,10.596634733096073
MORTGAGE,8.0,PERSONAL,B,10000,9.88,0,0.25,N,2,3.1780538303479458,10.596634733096073
RENT,1.0,EDUCATION,C,4500,13.43,0,0.03,N,3,3.2188758248682006,11.835008964139341
RENT,4.0,EDUCATION,C,4550,13.72,0,0.22,Y,3,3.1354942159291497,9.936148334775677
MORTGAGE,5.0,EDUCATION,B,10000,10.62,1,0.29,N,2,3.044522437723423,10.4341158035983
RENT,6.0,DEBTCONSOLIDATION,C,4550,12.84,0,0.15,N,3,3.091042453358316,10.308152340473523
RENT,2.0,EDUCATION,C,4550,15.23,0,0.11,N,4,3.1354942159291497,10.645424897265505
RENT,0.0,HOMEIMPROVEMENT,C,4550,13.57,0,0.04,Y,2,3.258096538021482,11.77528972943772
RENT,0.0,EDUCATION,C,4600,13.99,0,0.19,Y,2,3.044522437723423,10.085809109330082
RENT,0.0,MEDICAL,A,4600,6.03,0,0.17,N,3,3.1354942159291497,10.235090812045836
MORTGAGE,5.0,MEDICAL,B,6000,10.62,0,0.15,N,4,3.258096538021482,10.596634733096073
RENT,0.0,MEDICAL,C,4600,10.995555082490686,0,0.15,Y,2,3.1780538303479458,10.308952660644293
MORTGAGE,6.0,VENTURE,A,4750,10.995555082490686,0,0.12,N,2,3.091042453358316,10.596634733096073
RENT,0.0,EDUCATION,B,4600,11.71,0,0.14,N,3,3.1354942159291497,10.404262840448617
RENT,1.0,VENTURE,B,4600,10.59,0,0.12,N,3,3.1354942159291497,10.596634733096073
MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.25,N,4,3.2188758248682006,10.596634733096073
RENT,3.0,EDUCATION,D,4600,10.995555082490686,0,0.1,Y,4,3.1354942159291497,10.747207591575448
MORTGAGE,5.0,MEDICAL,A,9000,7.51,0,0.225,N,4,3.044522437723423,10.596634733096073
MORTGAGE,2.0,DEBTCONSOLIDATION,B,4750,10.995555082490686,0,0.12,N,3,3.2188758248682006,10.596634733096073
RENT,5.0,DEBTCONSOLIDATION,C,4600,13.99,1,0.1,N,4,3.258096538021482,10.691944912900398
RENT,5.0,PERSONAL,A,4600,8.59,0,0.09,N,2,3.044522437723423,10.85892207152791
MORTGAGE,5.0,EDUCATION,C,8000,10.995555082490686,0,0.2,N,3,3.044522437723423,10.596634733096073
RENT,5.0,PERSONAL,D,4600,14.96,1,0.09,N,2,3.1354942159291497,10.858998997563564
RENT,3.0,DEBTCONSOLIDATION,D,4600,15.62,1,0.09,Y,4,3.258096538021482,10.874266469694353
MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.1,N,4,3.1780538303479458,10.596634733096073
MORTGAGE,3.0,EDUCATION,B,12000,9.88,0,0.3,N,2,3.1354942159291497,10.596634733096073
MORTGAGE,2.0,HOMEIMPROVEMENT,C,5800,13.48,1,0.17,Y,3,3.2188758248682006,10.4341158035983
MORTGAGE,0.0,EDUCATION,C,4000,12.73,0,0.1,Y,2,3.091042453358316,10.596634733096073
RENT,2.0,MEDICAL,B,4600,9.99,0,0.06,N,2,3.1780538303479458,11.198214720130528
RENT,1.0,EDUCATION,A,4600,8.49,0,0.05,N,2,3.1780538303479458,11.512925464970229
OWN,0.0,VENTURE,C,6400,14.22,0,0.16,Y,2,3.091042453358316,10.596634733096073
RENT,4.0,MEDICAL,B,4650,9.99,0,0.21,N,4,3.1780538303479458,10.01645903119529
MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,9.88,0,0.38,N,2,3.1780538303479458,10.596634733096073
MORTGAGE,2.0,VENTURE,B,10000,11.83,0,0.25,N,3,3.1780538303479458,10.596634733096073
RENT,2.0,VENTURE,A,4650,9.32,0,0.15,N,2,3.044522437723423,10.372553242053888
RENT,2.0,MEDICAL,B,4650,10.99,0,0.1,N,4,3.091042453358316,10.778956289890028
RENT,6.0,VENTURE,A,4700,8.94,0,0.15,N,3,3.1780538303479458,10.366466566844899
RENT,0.0,MEDICAL,C,4700,12.09,0,0.12,Y,3,3.2188758248682006,10.596634733096073
OWN,1.0,HOMEIMPROVEMENT,A,9000,8.94,0,0.225,N,3,3.1780538303479458,10.596634733096073
RENT,7.0,PERSONAL,A,4700,7.9,0,0.11,N,2,3.1354942159291497,10.621327345686446
MORTGAGE,3.0,VENTURE,B,1750,11.83,0,0.04,N,4,3.258096538021482,10.596634733096073
RENT,2.0,DEBTCONSOLIDATION,B,4700,10.96,0,0.1,N,2,3.1780538303479458,10.714417768752456
RENT,0.0,MEDICAL,C,4725,11.22,1,0.24,N,3,3.258096538021482,9.893437216682626
RENT,0.0,MEDICAL,A,4725,6.54,0,0.17,N,2,3.258096538021482,10.225571051705241
OWN,8.0,HOMEIMPROVEMENT,C,7500,13.22,0,0.19,N,3,3.1780538303479458,10.596634733096073
RENT,0.0,EDUCATION,B,4750,10.75,1,0.4,N,4,3.1780538303479458,9.392661928770137
RENT,2.0,PERSONAL,D,4750,14.61,1,0.34,N,4,3.091042453358316,9.546812608597396
RENT,1.0,DEBTCONSOLIDATION,B,4750,10.25,1,0.34,N,2,3.258096538021482,9.549665677579801
RENT,1.0,EDUCATION,B,4750,11.11,1,0.33,N,2,3.1354942159291497,9.574983485564092
MORTGAGE,5.0,EDUCATION,B,9000,11.14,0,0.225,N,3,3.044522437723423,10.596634733096073
RENT,0.0,PERSONAL,A,4750,8.49,1,0.32,N,3,3.258096538021482,9.615805480084347
RENT,1.0,PERSONAL,C,4750,13.85,1,0.3,N,4,3.2188758248682006,9.655026193237628
RENT,0.0,EDUCATION,C,4750,13.16,1,0.3,N,3,3.091042453358316,9.680344001221918
OWN,6.0,VENTURE,B,12000,11.14,0,0.3,N,3,3.1354942159291497,10.596634733096073
RENT,1.0,DEBTCONSOLIDATION,B,4750,11.49,0,0.23,N,2,3.091042453358316,9.923290179832307
RENT,3.0,VENTURE,C,4750,12.98,0,0.23,Y,4,3.2188758248682006,9.923290179832307
MORTGAGE,2.0,DEBTCONSOLIDATION,A,3400,7.4,0,0.085,N,3,3.1780538303479458,10.596634733096073
RENT,4.0,EDUCATION,D,4750,10.995555082490686,0,0.23,N,2,3.091042453358316,9.95227771670556
RENT,9.0,MEDICAL,B,4750,10.38,0,0.2,N,4,3.2188758248682006,10.085809109330082
RENT,8.0,DEBTCONSOLIDATION,B,4750,10.62,0,0.2,N,3,3.1780538303479458,10.085809109330082
RENT,5.0,PERSONAL,C,4750,12.23,0,0.18,N,3,3.044522437723423,10.181119289134408
MORTGAGE,3.0,PERSONAL,D,10000,15.31,1,0.29,Y,2,3.1780538303479458,10.4341158035983
RENT,0.0,EDUCATION,C,4750,10.995555082490686,0,0.16,Y,4,3.1780538303479458,10.268130666124037
OWN,0.0,EDUCATION,B,6000,11.48,0,0.15,N,4,3.091042453358316,10.596634733096073
MORTGAGE,8.0,EDUCATION,D,3000,15.65,0,0.075,N,2,3.1780538303479458,10.596634733096073
MORTGAGE,1.0,EDUCATION,B,4000,11.48,0,0.1,N,3,3.1354942159291497,10.596634733096073
RENT,1.0,MEDICAL,B,4800,12.53,1,0.36,N,4,3.091042453358316,9.50599061407714
RENT,3.0,PERSONAL,E,4800,16.95,1,0.32,N,3,3.1780538303479458,9.615805480084347
RENT,3.0,MEDICAL,D,4800,15.37,1,0.3,Y,3,3.044522437723423,9.680093969966709
RENT,4.0,DEBTCONSOLIDATION,B,4800,10.99,1,0.24,N,2,3.091042453358316,9.893437216682626
RENT,0.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.24,N,2,3.258096538021482,9.903487552536127
RENT,5.0,MEDICAL,B,4800,11.14,0,0.24,N,4,3.1780538303479458,9.903487552536127
MORTGAGE,3.0,VENTURE,A,5000,8.59,0,0.125,N,3,3.1780538303479458,10.596634733096073
MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.175,N,3,3.091042453358316,10.596634733096073
RENT,0.0,PERSONAL,A,4800,10.995555082490686,0,0.24,N,2,3.1354942159291497,9.923290179832307
MORTGAGE,6.0,VENTURE,C,10750,12.84,0,0.27,Y,4,3.258096538021482,10.596634733096073
MORTGAGE,7.0,EDUCATION,B,3500,12.21,0,0.09,N,3,3.1354942159291497,10.596634733096073
RENT,5.0,MEDICAL,B,4800,10.75,0,0.23,N,3,3.091042453358316,9.95227771670556
RENT,0.0,VENTURE,A,4800,7.75,0,0.23,N,4,3.258096538021482,9.95227771670556
RENT,0.0,MEDICAL,C,4800,13.49,0,0.22,N,3,3.091042453358316,9.980448593672257
RENT,1.0,MEDICAL,A,4800,7.88,0,0.22,N,2,3.044522437723423,9.998797732340453
MORTGAGE,3.0,VENTURE,A,3250,8.0,0,0.08,N,4,3.258096538021482,10.596634733096073
OTHER,3.0,VENTURE,E,9600,15.68,1,0.28,Y,2,3.044522437723423,10.4341158035983
RENT,4.0,EDUCATION,A,4800,6.17,0,0.21,N,2,3.1354942159291497,10.04914512495849
RENT,4.0,DEBTCONSOLIDATION,B,4800,11.86,0,0.2,N,3,3.091042453358316,10.062540482390729
MORTGAGE,6.0,PERSONAL,C,10000,10.995555082490686,0,0.25,Y,3,3.091042453358316,10.596634733096073
RENT,6.0,EDUCATION,A,4800,7.49,0,0.2,N,2,3.091042453358316,10.085809109330082
RENT,0.0,EDUCATION,A,4800,10.995555082490686,0,0.2,N,3,3.258096538021482,10.085809109330082
RENT,3.0,MEDICAL,B,4800,10.65,0,0.2,N,2,3.091042453358316,10.106428396532818
RENT,1.0,PERSONAL,B,4800,10.65,0,0.18,N,4,3.2188758248682006,10.165851817003619
RENT,5.0,MEDICAL,B,4800,10.99,0,0.18,N,4,3.091042453358316,10.16600565132436
RENT,2.0,EDUCATION,C,4800,13.35,0,0.18,Y,3,3.1780538303479458,10.169115715456494
RENT,4.0,PERSONAL,A,4800,10.995555082490686,0,0.18,N,4,3.1354942159291497,10.181119289134408
RENT,4.0,DEBTCONSOLIDATION,C,4800,13.49,0,0.18,N,4,3.044522437723423,10.203592144986466
RENT,1.0,EDUCATION,A,4800,7.51,0,0.18,N,2,3.044522437723423,10.203592144986466
MORTGAGE,1.0,PERSONAL,E,8000,16.0,0,0.2,Y,3,3.091042453358316,10.596634733096073
RENT,5.0,PERSONAL,A,4800,6.62,0,0.17,N,4,3.044522437723423,10.22918769217543
RENT,1.0,MEDICAL,B,4800,9.25,0,0.17,N,4,3.258096538021482,10.23566486487446
RENT,6.0,MEDICAL,C,4800,12.99,0,0.17,Y,4,3.091042453358316,10.275051108968611
MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,10.51,1,0.09,N,3,3.2188758248682006,10.4341158035983
RENT,1.0,EDUCATION,B,4800,11.99,0,0.16,N,4,3.091042453358316,10.293297421033719
MORTGAGE,1.0,VENTURE,B,1200,10.83,0,0.03,N,2,3.1354942159291497,10.596634733096073
RENT,5.0,EDUCATION,A,4800,6.99,0,0.16,N,4,3.1780538303479458,10.308952660644293
RENT,6.0,EDUCATION,A,4800,7.49,0,0.16,N,3,3.1354942159291497,10.308952660644293
RENT,8.0,VENTURE,B,4800,11.49,0,0.16,N,2,3.1780538303479458,10.308952660644293
