person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income
MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,7.49,0,0.05,N,3,10.839580911706465
RENT,1.0,DEBTCONSOLIDATION,D,6200,10.995555082490686,1,0.13,N,4,10.736396675471232
RENT,4.0,PERSONAL,A,6200,8.49,0,0.11,N,2,10.933106969717286
RENT,1.0,DEBTCONSOLIDATION,B,6200,10.65,0,0.1,N,3,11.002099841204238
MORTGAGE,0.0,PERSONAL,A,4200,7.29,0,0.08,N,2,10.839580911706465
MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.24,N,4,10.839580911706465
MORTGAGE,6.0,MEDICAL,B,5000,10.74,1,0.11,N,2,10.714417768752456
MORTGAGE,6.0,PERSONAL,E,16750,16.4,0,0.33,N,4,10.839580911706465
RENT,0.0,VENTURE,A,6200,8.9,0,0.1,N,2,11.082142548877776
RENT,7.0,EDUCATION,A,6200,7.88,0,0.09,N,3,11.141861783579396
MORTGAGE,6.0,MEDICAL,A,6000,5.79,0,0.12,N,2,10.839580911706465
MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,6.17,0,0.24,N,4,10.839580911706465
RENT,4.0,PERSONAL,A,6200,5.99,0,0.09,N,2,11.184421397998191
MORTGAGE,7.0,DEBTCONSOLIDATION,C,7600,12.23,0,0.15,N,3,10.839580911706465
RENT,0.0,VENTURE,C,6225,11.54,0,0.14,Y,4,10.714417768752456
RENT,2.0,PERSONAL,B,6225,10.99,0,0.1,N,4,11.054850406589766
MORTGAGE,6.0,PERSONAL,B,7000,11.12,0,0.14,N,3,10.839580911706465
MORTGAGE,7.0,MEDICAL,A,10000,7.14,0,0.2,N,2,10.839580911706465
RENT,4.0,VENTURE,C,6250,15.27,1,0.42,N,2,9.608982254736222
RENT,4.0,VENTURE,B,6250,9.91,1,0.39,N,2,9.680344001221918
OWN,8.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.18,N,3,10.839580911706465
RENT,2.0,DEBTCONSOLIDATION,A,6250,7.51,1,0.33,N,3,9.862665558015872
RENT,4.0,EDUCATION,D,6250,15.31,1,0.33,Y,2,9.862665558015872
OWN,6.0,VENTURE,B,6000,10.75,0,0.12,N,2,10.839580911706465
RENT,1.0,HOMEIMPROVEMENT,E,6250,16.82,1,0.32,Y,4,9.86526633971593
MORTGAGE,3.0,VENTURE,C,13000,13.48,0,0.25,Y,3,10.839580911706465
RENT,3.0,EDUCATION,D,6250,10.995555082490686,1,0.31,Y,3,9.903487552536127
RENT,2.0,EDUCATION,C,6250,13.85,0,0.3,N,3,9.95227771670556
RENT,5.0,PERSONAL,C,6250,13.48,0,0.27,Y,3,10.043249494911286
RENT,6.0,MEDICAL,C,6250,12.73,0,0.27,N,2,10.043249494911286
MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.14,N,4,10.839580911706465
MORTGAGE,3.0,PERSONAL,C,16000,13.11,0,0.31,Y,3,10.839580911706465
RENT,3.0,DEBTCONSOLIDATION,C,6250,13.72,0,0.26,Y,3,10.085809109330082
RENT,0.0,EDUCATION,B,6250,12.53,0,0.26,N,3,10.085809109330082
RENT,8.0,MEDICAL,A,6250,6.91,0,0.24,N,4,10.16585181700362
MORTGAGE,5.0,PERSONAL,A,6000,7.88,0,0.12,N,2,10.839580911706465
RENT,3.0,MEDICAL,D,6250,15.99,1,0.23,Y,4,10.203592144986466
RENT,3.0,VENTURE,A,7000,6.91,0,0.13,N,4,10.915088464214609
MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,7.14,0,0.07,N,2,10.839580911706465
RENT,1.0,MEDICAL,A,7000,7.88,0,0.13,N,4,10.915088464214609
MORTGAGE,3.0,EDUCATION,B,15200,10.99,0,0.3,N,4,10.839580911706465
MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.74,0,0.2,N,3,10.839580911706465
RENT,0.0,DEBTCONSOLIDATION,B,7000,11.36,0,0.125,N,2,10.933106969717286
MORTGAGE,3.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.18,Y,3,10.714417768752456
RENT,7.0,VENTURE,A,7000,8.59,0,0.125,N,3,10.933106969717286
MORTGAGE,4.0,HOMEIMPROVEMENT,A,8500,8.94,0,0.17,N,3,10.839580911706465
RENT,4.0,PERSONAL,A,7000,9.07,0,0.125,N,3,10.933106969717286
RENT,2.0,MEDICAL,E,7000,15.57,1,0.14,N,3,10.819778284410283
RENT,3.0,MEDICAL,C,7000,14.22,0,0.12,N,4,10.933178395737816
RENT,0.0,PERSONAL,C,7000,13.04,0,0.12,Y,4,10.96750839643462
RENT,3.0,MEDICAL,C,7000,13.85,1,0.13,N,4,10.858998997563564
MORTGAGE,5.0,EDUCATION,B,8000,10.96,0,0.16,N,3,10.839580911706465
RENT,9.0,DEBTCONSOLIDATION,C,7000,13.49,0,0.12,N,2,11.002099841204238
MORTGAGE,8.0,HOMEIMPROVEMENT,C,2000,12.99,0,0.04,Y,4,10.840051389249838
MORTGAGE,7.0,EDUCATION,C,15000,13.16,0,0.29,N,4,10.840286545041634
RENT,1.0,PERSONAL,C,7000,14.65,0,0.12,N,2,11.002099841204238
RENT,4.0,DEBTCONSOLIDATION,A,7000,6.03,0,0.12,N,3,11.002099841204238
MORTGAGE,8.0,EDUCATION,B,13000,10.95,0,0.25,N,2,10.84099168080948
RENT,1.0,DEBTCONSOLIDATION,F,7000,20.89,1,0.13,N,3,10.896739325546411
MORTGAGE,6.0,VENTURE,B,15500,10.99,0,0.3,N,3,10.84286961563368
RENT,0.0,DEBTCONSOLIDATION,D,7000,15.99,1,0.13,Y,3,10.896739325546411
RENT,3.0,VENTURE,D,7000,15.62,0,0.12,N,4,11.002099841204238
RENT,3.0,HOMEIMPROVEMENT,A,7000,6.92,0,0.12,N,2,11.002099841204238
RENT,4.0,DEBTCONSOLIDATION,A,7000,5.79,0,0.12,N,3,11.002099841204238
RENT,3.0,MEDICAL,A,7000,6.91,0,0.12,N,2,11.002099841204238
MORTGAGE,7.0,VENTURE,A,11000,5.99,0,0.21,N,3,10.84544603115886
RENT,0.0,MEDICAL,B,7000,9.25,0,0.12,N,2,11.002099841204238
RENT,5.0,EDUCATION,A,7000,6.54,0,0.12,N,4,11.002099841204238
OWN,6.0,PERSONAL,D,11200,15.31,0,0.22,Y,3,10.84544603115886
RENT,9.0,MEDICAL,B,7000,10.36,0,0.12,N,4,11.002099841204238
MORTGAGE,2.0,VENTURE,B,20000,10.37,0,0.39,N,3,10.845816332959055
RENT,3.0,EDUCATION,A,7000,6.91,0,0.12,N,2,11.002099841204238
RENT,5.0,MEDICAL,B,7000,9.99,0,0.12,N,4,11.002099841204238
RENT,6.0,MEDICAL,D,7000,14.96,1,0.13,Y,4,10.896739325546411
RENT,0.0,VENTURE,A,7000,7.88,0,0.12,N,3,11.002099841204238
RENT,2.0,PERSONAL,D,7000,14.96,1,0.13,N,3,10.896739325546411
RENT,0.0,EDUCATION,A,7000,9.32,0,0.12,N,3,11.002099841204238
RENT,2.0,VENTURE,A,7000,8.59,0,0.12,N,3,11.00443045654252
MORTGAGE,7.0,MEDICAL,A,12000,7.88,0,0.23,N,2,10.848948661710065
MORTGAGE,4.0,MEDICAL,B,3000,11.83,0,0.06,N,2,10.848948661710065
MORTGAGE,7.0,DEBTCONSOLIDATION,C,4400,13.16,1,0.1,N,3,10.725027947864472
MORTGAGE,2.0,EDUCATION,B,13800,10.38,0,0.27,N,4,10.849181734779526
RENT,3.0,DEBTCONSOLIDATION,C,7000,12.84,0,0.12,N,2,11.010398644018933
OWN,10.0,HOMEIMPROVEMENT,A,15000,6.92,0,0.29,N,2,10.849337086651827
MORTGAGE,2.0,VENTURE,A,6300,5.79,0,0.12,N,3,10.849337086651827
RENT,5.0,PERSONAL,B,7000,9.91,0,0.11,N,4,11.03488966402723
MORTGAGE,7.0,VENTURE,B,11000,10.995555082490686,0,0.21,N,3,10.849337086651827
MORTGAGE,3.0,HOMEIMPROVEMENT,D,9600,15.21,0,0.19,Y,4,10.849337086651827
MORTGAGE,6.0,MEDICAL,A,4000,7.51,0,0.08,N,2,10.849337086651827
MORTGAGE,6.0,EDUCATION,B,7500,9.88,0,0.15,N,3,10.849337086651827
RENT,9.0,DEBTCONSOLIDATION,A,7000,7.49,0,0.11,N,4,11.03488966402723
RENT,3.0,MEDICAL,B,7000,10.995555082490686,0,0.11,N,2,11.03650126792157
MORTGAGE,4.0,EDUCATION,B,7200,10.65,0,0.14,N,3,10.851276951469654
RENT,4.0,VENTURE,D,7000,14.84,0,0.11,N,2,11.05089000537367
RENT,6.0,EDUCATION,A,7000,5.79,0,0.11,N,3,11.06663836234181
MORTGAGE,6.0,EDUCATION,B,4200,10.59,0,0.08,N,3,10.851276951469654
MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000,10.59,0,0.1,N,3,10.851276951469654
RENT,7.0,MEDICAL,B,7000,11.86,0,0.11,N,3,11.075969689770693
RENT,1.0,PERSONAL,C,7000,12.73,0,0.11,N,2,11.079060882340366
RENT,4.0,EDUCATION,C,7000,14.27,0,0.11,Y,4,11.082142548877776
MORTGAGE,2.0,VENTURE,C,7000,12.98,0,0.14,Y,2,10.851276951469654
OWN,2.0,VENTURE,D,6000,10.995555082490686,0,0.12,N,4,10.851276951469654
RENT,0.0,DEBTCONSOLIDATION,C,7000,12.99,0,0.11,N,2,11.082142548877776
OWN,10.0,HOMEIMPROVEMENT,B,15000,9.88,0,0.29,N,3,10.851276951469654
OWN,8.0,VENTURE,C,20000,12.87,0,0.39,N,4,10.851276951469654
RENT,3.0,EDUCATION,A,7000,10.995555082490686,0,0.11,N,2,11.082142548877776
RENT,7.0,EDUCATION,B,7000,10.75,0,0.11,N,4,11.082142548877776
MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.23,N,4,10.852613267503855
MORTGAGE,9.0,PERSONAL,D,4000,15.99,0,0.08,N,4,10.852903534842111
OWN,2.0,HOMEIMPROVEMENT,A,13200,7.51,0,0.26,N,4,10.85321306049652
MORTGAGE,4.0,EDUCATION,B,7200,11.71,0,0.14,N,3,10.855145428247576
MORTGAGE,1.0,VENTURE,B,5000,9.99,0,0.1,N,3,10.855145428247576
RENT,0.0,DEBTCONSOLIDATION,B,7000,11.83,0,0.11,N,2,11.082142548877776
MORTGAGE,0.0,MEDICAL,A,10000,8.59,0,0.19,N,2,10.856148785719933
RENT,0.0,VENTURE,B,7000,10.71,0,0.11,N,2,11.082142548877776
RENT,0.0,VENTURE,A,7000,10.995555082490686,0,0.11,N,4,11.082142548877776
MORTGAGE,5.0,VENTURE,B,14100,11.49,0,0.27,N,2,10.85707406915398
RENT,2.0,EDUCATION,A,7000,7.66,0,0.11,N,3,11.097410021008562
RENT,0.0,EDUCATION,B,7000,9.99,0,0.11,N,4,11.097410021008562
MORTGAGE,3.0,PERSONAL,A,7000,7.49,0,0.13,N,3,10.85892207152791
RENT,2.0,VENTURE,B,7000,11.49,0,0.11,N,3,11.097410021008562
RENT,8.0,EDUCATION,A,7000,7.51,1,0.12,N,4,11.002099841204238
MORTGAGE,1.0,EDUCATION,A,18000,8.49,0,0.35,N,2,10.85892207152791
MORTGAGE,8.0,DEBTCONSOLIDATION,A,18000,8.49,0,0.35,N,3,10.85892207152791
MORTGAGE,3.0,PERSONAL,A,5000,6.92,0,0.1,N,3,10.85892207152791
MORTGAGE,0.0,PERSONAL,B,12000,10.74,0,0.23,N,3,10.85892207152791
RENT,3.0,EDUCATION,A,7000,8.94,0,0.1,N,4,11.112447898373103
MORTGAGE,9.0,HOMEIMPROVEMENT,C,11000,12.68,1,0.24,N,2,10.736309715168556
RENT,3.0,MEDICAL,A,7000,8.9,0,0.1,N,2,11.120623343388344
RENT,3.0,EDUCATION,A,7000,6.62,0,0.1,N,4,11.123609258601435
OWN,6.0,VENTURE,C,8400,12.98,0,0.16,Y,4,10.85892207152791
RENT,2.0,VENTURE,C,7000,12.53,0,0.1,N,4,11.13750447821044
RENT,7.0,MEDICAL,C,7000,10.78,0,0.1,Y,3,11.149082031552885
RENT,2.0,MEDICAL,E,7000,10.995555082490686,1,0.1286764705882352,Y,2,10.904119432844034
MORTGAGE,6.0,VENTURE,C,7000,10.995555082490686,0,0.13,N,3,10.85892207152791
RENT,2.0,MEDICAL,C,7000,13.79,0,0.1,Y,3,11.156250521031495
MORTGAGE,6.0,PERSONAL,A,6000,7.88,0,0.12,N,4,10.85892207152791
RENT,8.0,HOMEIMPROVEMENT,A,7000,7.29,0,0.1,N,4,11.161323346752216
MORTGAGE,6.0,EDUCATION,A,9600,7.14,0,0.18,N,4,10.85892207152791
RENT,0.0,MEDICAL,A,7000,7.9,0,0.1,N,2,11.184421397998191
RENT,7.0,EDUCATION,C,7000,13.11,0,0.1,Y,4,11.184421397998191
RENT,8.0,PERSONAL,A,7000,9.32,0,0.1,N,2,11.184421397998191
RENT,0.0,VENTURE,E,7000,17.04,1,0.11,N,4,11.102668896125934
MORTGAGE,2.0,EDUCATION,C,17000,13.16,1,0.37,Y,4,10.736309715168556
RENT,4.0,HOMEIMPROVEMENT,D,7000,14.84,0,0.1,Y,2,11.194096663521613
MORTGAGE,10.0,PERSONAL,B,1500,9.7,0,0.03,N,3,10.85892207152791
RENT,2.0,PERSONAL,B,7000,6.0,0,0.09,N,3,11.225243392518449
RENT,0.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.09,N,4,11.225243392518449
RENT,4.0,MEDICAL,A,7000,7.49,0,0.09,N,2,11.225243392518449
RENT,2.0,HOMEIMPROVEMENT,B,7000,10.74,0,0.09,N,3,11.225243392518449
MORTGAGE,5.0,PERSONAL,B,9500,12.69,1,0.21,N,4,10.736396675471232
RENT,5.0,EDUCATION,B,7000,10.99,0,0.09,N,2,11.225243392518449
MORTGAGE,6.0,VENTURE,A,12000,6.62,0,0.23,N,3,10.858998997563564
RENT,0.0,PERSONAL,A,7000,6.54,0,0.09,N,2,11.235853571630464
RENT,6.0,EDUCATION,B,7000,11.12,0,0.09,N,2,11.238488619268468
MORTGAGE,5.0,EDUCATION,A,6000,7.9,0,0.12,N,4,10.858998997563564
RENT,2.0,VENTURE,A,7000,6.03,0,0.09,N,3,11.268302881978894
MORTGAGE,2.0,EDUCATION,B,18000,11.71,0,0.35,N,3,10.858998997563564
RENT,3.0,PERSONAL,C,7000,12.54,0,0.09,N,3,11.27720313144916
RENT,4.0,DEBTCONSOLIDATION,A,7000,6.62,0,0.09,N,3,11.289781913656018
RENT,7.0,HOMEIMPROVEMENT,A,7000,6.03,1,0.09,N,3,11.211820372186306
RENT,4.0,PERSONAL,A,7000,7.51,0,0.09,N,2,11.289781913656018
RENT,1.0,VENTURE,A,7000,7.14,0,0.09,N,2,11.289781913656018
RENT,6.0,VENTURE,B,7000,10.65,0,0.09,N,2,11.294769455167058
MORTGAGE,5.0,EDUCATION,B,12800,10.65,0,0.25,N,2,10.858998997563564
OWN,7.0,EDUCATION,A,6000,10.995555082490686,0,0.12,N,3,10.858998997563564
RENT,8.0,EDUCATION,B,7000,10.0,0,0.09,N,4,11.314474526246393
MORTGAGE,8.0,HOMEIMPROVEMENT,B,14500,10.65,0,0.28,N,4,10.858998997563564
RENT,0.0,PERSONAL,D,7000,14.96,1,0.09,N,4,11.238488619268468
MORTGAGE,7.0,EDUCATION,A,22000,7.51,0,0.42,N,2,10.858998997563564
RENT,6.0,MEDICAL,C,7000,13.49,0,0.08,Y,3,11.326595886778737
MORTGAGE,7.0,EDUCATION,A,8400,8.9,0,0.16,N,2,10.858998997563564
OWN,1.0,EDUCATION,B,13200,12.42,0,0.25,N,2,10.858998997563564
MORTGAGE,2.0,EDUCATION,A,6000,8.9,0,0.12,N,4,10.858998997563564
OWN,10.0,PERSONAL,A,10000,8.9,0,0.19,N,3,10.858998997563564
RENT,6.0,EDUCATION,A,7000,6.92,0,0.08,N,2,11.32943522553267
MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,7.9,0,0.1,N,3,10.858998997563564
RENT,3.0,MEDICAL,B,7000,9.25,1,0.1055806938159879,N,3,11.101945176173954
MORTGAGE,4.0,PERSONAL,D,2000,15.62,0,0.04,N,4,10.858998997563564
MORTGAGE,8.0,EDUCATION,C,3900,10.995555082490686,0,0.075,N,4,10.858998997563564
MORTGAGE,5.0,DEBTCONSOLIDATION,A,13250,5.99,0,0.25,N,2,10.858998997563564
MORTGAGE,6.0,PERSONAL,B,3300,10.99,0,0.06,N,2,10.858998997563564
RENT,10.0,EDUCATION,B,7000,12.42,0,0.08,N,4,11.350406535472452
RENT,1.0,MEDICAL,C,6250,12.87,0,0.23,Y,4,10.215044830421323
MORTGAGE,3.0,PERSONAL,A,6000,8.49,0,0.12,N,3,10.858998997563564
RENT,2.0,HOMEIMPROVEMENT,D,6250,14.84,1,0.22,N,4,10.257659366256744
RENT,0.0,DEBTCONSOLIDATION,B,6250,10.99,0,0.22,N,2,10.275051108968611
RENT,2.0,PERSONAL,D,6250,16.07,1,0.21,Y,3,10.278493453159584
RENT,1.0,VENTURE,C,6250,15.96,0,0.21,Y,3,10.279180502310622
MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,9.99,1,0.15,N,3,10.736396675471232
MORTGAGE,4.0,MEDICAL,D,10000,15.99,1,0.22,N,3,10.736396675471232
MORTGAGE,5.0,MEDICAL,B,6000,10.99,1,0.13,N,3,10.736396675471232
RENT,3.0,DEBTCONSOLIDATION,A,6250,8.9,0,0.16,N,4,10.55581273857582
OWN,10.0,VENTURE,A,8000,8.49,0,0.15,N,3,10.858998997563564
RENT,3.0,DEBTCONSOLIDATION,A,6250,6.99,0,0.12,N,3,10.896739325546411
RENT,4.0,VENTURE,C,6300,13.85,1,0.5,N,3,9.443355043085656
RENT,2.0,DEBTCONSOLIDATION,B,6300,11.71,0,0.21,N,3,10.308952660644293
RENT,0.0,MEDICAL,C,7000,13.99,0,0.08,N,4,11.407564949312402
RENT,2.0,PERSONAL,B,7000,8.88,0,0.08,N,3,11.407564949312402
MORTGAGE,8.0,PERSONAL,C,29100,12.99,1,0.63,Y,2,10.736396675471232
MORTGAGE,0.0,EDUCATION,C,20000,13.99,0,0.38,Y,3,10.858998997563564
MORTGAGE,6.0,VENTURE,C,2650,12.99,0,0.05,Y,3,10.858998997563564
RENT,3.0,PERSONAL,C,7000,13.16,0,0.08,N,2,11.407564949312402
RENT,1.0,DEBTCONSOLIDATION,A,7000,6.99,0,0.07,N,2,11.461632170582678
RENT,0.0,MEDICAL,E,7000,15.88,1,0.0992204110559886,N,3,11.16407695728096
RENT,6.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.07,N,2,11.472103470449971
RENT,2.0,DEBTCONSOLIDATION,A,7000,7.91,0,0.07,N,4,11.48246625748552
RENT,2.0,PERSONAL,A,7000,7.49,0,0.07,N,3,11.50388472031808
RENT,10.0,DEBTCONSOLIDATION,B,7000,9.99,0,0.07,N,3,11.521290381301856
MORTGAGE,6.0,VENTURE,A,9000,5.79,0,0.17,N,2,10.858998997563564
RENT,6.0,MEDICAL,A,7000,7.74,0,0.07,N,3,11.56171562913966
RENT,1.0,MEDICAL,A,7000,7.51,0,0.06,N,2,11.608235644774552
MORTGAGE,8.0,EDUCATION,A,3000,7.66,0,0.06,N,4,10.858998997563564
MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,10.0,0,0.29,N,2,10.858998997563564
RENT,7.0,EDUCATION,A,7000,8.0,0,0.06,N,3,11.617285480294472
MORTGAGE,8.0,MEDICAL,A,14500,7.29,0,0.28,N,4,10.858998997563564
RENT,0.0,DEBTCONSOLIDATION,A,7000,7.66,0,0.06,N,2,11.654425027243928
MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,10.74,0,0.16,N,3,10.858998997563564
MORTGAGE,6.0,EDUCATION,C,9750,13.06,0,0.19,N,3,10.858998997563564
OWN,10.0,EDUCATION,D,5000,15.65,0,0.1,Y,4,10.858998997563564
RENT,5.0,HOMEIMPROVEMENT,A,7000,8.49,0,0.06,N,2,11.6784399034478
MORTGAGE,7.0,VENTURE,B,6500,10.74,0,0.125,N,2,10.858998997563564
RENT,1.0,PERSONAL,B,7000,10.75,0,0.06,N,2,11.695247021764184
MORTGAGE,7.0,MEDICAL,A,6000,7.66,0,0.12,N,2,10.858998997563564
MORTGAGE,9.0,HOMEIMPROVEMENT,A,24500,6.17,0,0.47,N,3,10.858998997563564
RENT,3.0,MEDICAL,B,7000,9.63,0,0.05,N,4,11.918390573078392
RENT,0.0,EDUCATION,C,6975,12.29,0,0.25,N,4,10.23995978915734
MORTGAGE,10.0,HOMEIMPROVEMENT,B,10750,9.62,0,0.21,N,2,10.858998997563564
RENT,0.0,MEDICAL,D,6950,14.42,1,0.28,Y,3,10.126631103850338
RENT,0.0,EDUCATION,C,6300,14.35,0,0.21,N,4,10.308952660644293
OWN,4.0,DEBTCONSOLIDATION,D,7000,14.09,0,0.13,Y,4,10.858998997563564
RENT,0.0,VENTURE,C,6300,13.22,0,0.21,Y,3,10.308952660644293
RENT,10.0,PERSONAL,B,6300,10.99,0,0.17,N,3,10.51867319162636
RENT,0.0,EDUCATION,A,6300,6.99,0,0.15,N,3,10.65735346813078
MORTGAGE,6.0,DEBTCONSOLIDATION,D,12000,14.83,1,0.26,Y,3,10.736396675471232
MORTGAGE,0.0,EDUCATION,C,1200,13.98,0,0.02,Y,2,10.858998997563564
MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.23,N,3,10.858998997563564
MORTGAGE,5.0,VENTURE,C,3000,14.35,0,0.06,N,2,10.858998997563564
RENT,9.0,EDUCATION,A,6300,7.51,0,0.12,N,2,10.906011025007926
RENT,6.0,MEDICAL,D,6300,14.91,1,0.1074168797953964,Y,2,10.979342854081622
RENT,5.0,VENTURE,A,6300,7.88,0,0.075,N,3,11.33857207782545
RENT,3.0,MEDICAL,A,6325,8.9,0,0.25,N,4,10.126631103850338
RENT,5.0,PERSONAL,B,6325,10.65,0,0.12,N,4,10.915088464214609
RENT,2.0,DEBTCONSOLIDATION,A,6325,7.51,0,0.11,N,3,11.005427631296913
RENT,1.0,PERSONAL,D,6350,12.92,1,0.09,Y,3,11.21741281340326
RENT,7.0,DEBTCONSOLIDATION,B,6375,10.74,0,0.2,N,2,10.373491181781864
RENT,4.0,EDUCATION,A,6375,10.995555082490686,0,0.14,N,2,10.691944912900398
OWN,2.0,EDUCATION,B,6000,10.75,0,0.12,N,4,10.858998997563564
MORTGAGE,2.0,MEDICAL,A,4800,10.995555082490686,0,0.09,N,2,10.858998997563564
RENT,2.0,MEDICAL,A,6500,10.995555082490686,1,0.36,N,3,9.798127036878302
RENT,1.0,DEBTCONSOLIDATION,B,6500,10.99,1,0.325,N,2,9.903487552536127
MORTGAGE,8.0,EDUCATION,C,12000,13.85,0,0.23,Y,4,10.858998997563564
MORTGAGE,2.0,MEDICAL,B,18000,9.88,0,0.35,N,4,10.858998997563564
RENT,4.0,VENTURE,C,6500,14.79,1,0.3,Y,4,9.980448593672255
MORTGAGE,7.0,MEDICAL,C,5000,14.22,0,0.1,N,2,10.858998997563564
MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,9.88,0,0.19,N,4,10.858998997563564
MORTGAGE,6.0,PERSONAL,A,6500,6.76,0,0.125,N,4,10.858998997563564
OWN,8.0,EDUCATION,B,4000,10.62,0,0.08,N,4,10.858998997563564
MORTGAGE,3.0,HOMEIMPROVEMENT,D,2500,14.59,0,0.05,N,4,10.858998997563564
RENT,0.0,EDUCATION,B,6500,11.36,0,0.27,N,2,10.085809109330082
MORTGAGE,5.0,VENTURE,A,3900,7.51,0,0.075,N,3,10.858998997563564
MORTGAGE,7.0,VENTURE,B,7800,11.36,0,0.15,N,3,10.858998997563564
MORTGAGE,8.0,PERSONAL,B,5000,10.99,0,0.1,N,3,10.858998997563564
RENT,1.0,VENTURE,B,6500,12.53,0,0.27,N,2,10.085809109330082
RENT,4.0,MEDICAL,D,6500,14.09,1,0.26,Y,2,10.126631103850338
MORTGAGE,3.0,VENTURE,A,3500,6.76,0,0.07,N,3,10.858998997563564
MORTGAGE,0.0,EDUCATION,A,10000,7.88,0,0.19,N,3,10.858998997563564
RENT,0.0,MEDICAL,B,6500,9.99,0,0.25,N,4,10.150191368259351
MORTGAGE,8.0,VENTURE,B,8400,10.99,0,0.16,N,4,10.858998997563564
OWN,0.0,DEBTCONSOLIDATION,E,19750,16.7,1,0.43,Y,4,10.736396675471232
MORTGAGE,0.0,MEDICAL,B,8000,12.53,1,0.17,N,3,10.736396675471232
OWN,1.0,PERSONAL,B,10000,11.14,0,0.19,N,2,10.858998997563564
OWN,8.0,PERSONAL,A,5000,7.4,0,0.1,N,2,10.858998997563564
RENT,7.0,MEDICAL,A,6500,7.51,0,0.23,N,3,10.23995978915734
RENT,0.0,VENTURE,B,6500,10.99,0,0.22,N,3,10.308952660644293
RENT,4.0,EDUCATION,C,6500,13.85,0,0.22,Y,3,10.308952660644293
MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000,7.05,0,0.06,N,2,10.858998997563564
RENT,2.0,EDUCATION,A,6500,8.32,0,0.21,N,3,10.341742483467284
RENT,2.0,MEDICAL,C,6500,14.22,0,0.2,Y,2,10.373491181781864
RENT,0.0,EDUCATION,A,6500,7.88,0,0.2,N,4,10.373491181781864
RENT,5.0,PERSONAL,B,6500,11.83,0,0.2,N,2,10.3797217315325
RENT,4.0,MEDICAL,A,6500,6.17,0,0.2,N,4,10.404262840448617
RENT,0.0,EDUCATION,A,6500,7.51,0,0.2,N,2,10.404262840448617
MORTGAGE,2.0,PERSONAL,B,15250,12.53,1,0.33,N,2,10.736396675471232
RENT,4.0,MEDICAL,C,6500,12.68,0,0.19,Y,2,10.46310334047155
MORTGAGE,6.0,PERSONAL,A,4800,8.59,0,0.09,N,2,10.858998997563564
MORTGAGE,1.0,EDUCATION,C,16000,12.87,0,0.31,N,4,10.858998997563564
RENT,0.0,PERSONAL,C,6500,10.995555082490686,0,0.18,N,3,10.491274217438248
MORTGAGE,3.0,EDUCATION,G,5000,19.16,1,0.11,N,3,10.736396675471232
RENT,8.0,PERSONAL,C,6500,11.34,0,0.17,Y,3,10.545341438708522
MORTGAGE,0.0,EDUCATION,B,3600,11.89,0,0.07,N,2,10.858998997563564
MORTGAGE,3.0,MEDICAL,A,6000,9.32,0,0.12,N,2,10.858998997563564
MORTGAGE,10.0,PERSONAL,A,3000,9.63,0,0.06,N,3,10.858998997563564
MORTGAGE,5.0,EDUCATION,C,7000,13.47,0,0.13,N,3,10.858998997563564
OWN,3.0,MEDICAL,C,9250,13.16,0,0.18,N,3,10.858998997563564
RENT,1.0,PERSONAL,C,6500,13.22,1,0.19,Y,3,10.4341158035983
MORTGAGE,7.0,DEBTCONSOLIDATION,B,3600,10.51,0,0.07,N,3,10.858998997563564
RENT,1.0,DEBTCONSOLIDATION,B,6500,11.89,0,0.16,N,4,10.596634733096073
RENT,3.0,VENTURE,D,6500,10.995555082490686,0,0.16,N,4,10.59913161329466
RENT,2.0,VENTURE,A,6500,5.79,0,0.16,N,3,10.599530536208098
MORTGAGE,8.0,PERSONAL,A,5000,8.32,0,0.1,N,2,10.858998997563564
MORTGAGE,0.0,EDUCATION,C,6400,11.34,0,0.12,Y,4,10.858998997563564
RENT,2.0,HOMEIMPROVEMENT,D,6500,15.95,1,0.18,N,2,10.472346207552729
RENT,4.0,VENTURE,B,6500,11.71,0,0.15,N,2,10.645424897265505
RENT,2.0,MEDICAL,C,6500,13.49,0,0.15,Y,3,10.645424897265505
